Hour,Minute,Second,u,v,w,T,diag
16,34,43.74,5.80725,-0.0025,0.663,16.11316,0
16,34,43.76,6.41775,0.52025,0.27275,15.77051,0
16,34,43.78,7.681251,0.4765,0.3235,15.74338,0
16,34,43.8,7.1325,0.56325,1.10575,16.34399,0
16,34,43.82,6.51375,-0.39675,1.1855,16.04532,0
16,34,43.84,5.84,0.74575,0.8322501,16.02661,0
16,34,43.86,6.22325,0.293,0.93375,16.20309,0
16,34,43.88,6.532001,0.89125,1.11225,16.34229,0
16,34,43.9,6.13775,0.918,0.9392501,16.77017,0
16,34,43.92,6.2545,2.1025,1.05025,15.77557,0
16,34,43.94,4.7855,1.52775,0.35675,16.21161,0
16,34,43.96,5.69325,1.49275,0.71125,16.72092,0
16,34,43.98,6.34175,1.3015,0.8190001,16.50528,0
16,34,44,5.759,1.019,0.43575,16.1539,0
16,34,44.02,5.69375,1.06975,1.3225,16.66998,0
16,34,44.04,5.70975,1.414,0.408,16.45435,0
16,34,44.06,7.40425,1.41075,0.37575,16.04868,0
16,34,44.08,7.2675,1.5825,0.9177501,16.44241,0
16,34,44.1,6.70675,1.39775,0.421,15.81458,0
16,34,44.12,8.3955,1.013,-0.289,15.99606,0
16,34,44.14,7.92275,-0.39975,-0.2835,15.75015,0
16,34,44.16,7.152,0.75275,-0.20025,16.11487,0
16,34,44.18,7.94975,0.086,0.4175,16.13522,0
16,34,44.2,7.24825,1.36225,0.081,15.79425,0
16,34,44.22,7.6395,0.757,0.69475,15.99271,0
16,34,44.24,7.16975,-0.0335,-0.30725,16.23367,0
16,34,44.26,7.54,0.15975,0.28375,15.93335,0
16,34,44.28,7.736751,0.994,0.349,16.19968,0
16,34,44.3,7.57125,0.57425,0.882,16.17426,0
16,34,44.32,6.84225,1.2295,0.44825,16.29135,0
16,34,44.34,7.462,0.5235,-0.52525,15.58566,0
16,34,44.36,8.08325,0.14525,-0.0195,15.86548,0
16,34,44.38,8.042001,-0.07700001,-0.00725,15.53992,0
16,34,44.4,8.1365,-0.2005,-0.08750001,15.22128,0
16,34,44.42,7.3345,0.32025,0.511,15.52124,0
16,34,44.44,7.237,0.57225,0.29575,15.49243,0
16,34,44.46,7.559,0.775,0.1835,15.52802,0
16,34,44.48,8.096251,0.71425,0.33625,15.41278,0
16,34,44.5,7.87275,0.9537501,0.00725,15.34497,0
16,34,44.52,7.88325,0.59475,-0.22025,15.37891,0
16,34,44.54,8.0255,1.31425,0.2405,15.09933,0
16,34,44.56,7.83775,0.94875,0.18175,15.11627,0
16,34,44.58,7.812,1.233,0.24975,14.99094,0
16,34,44.6,7.995,1.3145,0.298,15.01804,0
16,34,44.62,7.986001,1.2765,0.163,14.99094,0
16,34,44.64,8.0935,1.245,0.2205,14.92148,0
16,34,44.66,8.14725,1.00775,-0.06,14.6828,0
16,34,44.68,8.377001,1.02425,0.14825,14.94183,0
16,34,44.7,8.356,0.9252501,-0.0075,14.90289,0
16,34,44.72,8.432501,0.9457501,0.0365,14.79111,0
16,34,44.74,8.11575,1.0545,0.224,14.73529,0
16,34,44.76,7.8625,0.965,0.106,14.68619,0
16,34,44.78,7.982,0.9705001,0.29225,14.5762,0
16,34,44.8,8.1225,1.175,0.238,14.37991,0
16,34,44.82,7.9395,1.1815,0.36325,14.34268,0
16,34,44.84,8.239,0.9075,0.28175,14.69803,0
16,34,44.86,8.303,1.02075,0.26425,14.8927,0
16,34,44.88,8.554501,0.841,0.151,14.89099,0
16,34,44.9,8.5115,0.89775,0.1175,14.92996,0
16,34,44.92,8.493501,0.98125,0.21225,14.94351,0
16,34,44.94,8.179001,0.9095001,0.385,14.90118,0
16,34,44.96,7.87775,0.8947501,0.43725,15.02823,0
16,34,44.98,8.039001,0.51925,0.0235,14.99771,0
16,34,45,7.99075,0.754,0.087,15.15015,0
16,34,45.02,8.213,0.60875,0.12525,15.13492,0
16,34,45.04,7.924251,0.5485,0.1005,15.31619,0
16,34,45.06,8.1885,0.66875,0.012,15.33313,0
16,34,45.08,8.278001,0.0745,0.138,15.21793,0
16,34,45.1,7.779,0.5715,0.042,15.3501,0
16,34,45.12,7.727251,0.4085,-0.0475,15.46362,0
16,34,45.14,8.15625,0.3425,0.157,15.57211,0
16,34,45.16,7.483,0.25075,0.2335,15.83493,0
16,34,45.18,6.846251,0.3045,0.41825,15.89429,0
16,34,45.2,7.585751,0.20175,0.65775,15.80609,0
16,34,45.22,7.521,0.18175,0.13875,15.75522,0
16,34,45.24,7.63975,0.45325,-0.054,15.69586,0
16,34,45.26,7.578001,0.35525,0.1545,15.82813,0
16,34,45.28,7.31475,0.5965,0.12175,15.7637,0
16,34,45.3,7.93875,1.05025,-0.19675,15.6806,0
16,34,45.32,7.11675,0.7220001,0.9242501,16.20309,0
16,34,45.34,7.32525,0.3755,0.31175,15.90787,0
16,34,45.36,7.45775,0.2525,0.1695,15.77051,0
16,34,45.38,7.38075,0.3555,-0.07,15.72305,0
16,34,45.4,7.5845,0.12425,-0.09200001,15.68573,0
16,34,45.42,7.46275,0.2595,-0.135,15.69928,0
16,34,45.44,7.22325,0.34025,-0.142,15.71625,0
16,34,45.46,7.3465,0.134,-0.27775,15.71625,0
16,34,45.48,7.05875,-0.059,-0.2435,15.83835,0
16,34,45.5,7.0195,0.26075,-0.012,15.88922,0
16,34,45.52,6.68675,0.7392501,0.45725,15.99777,0
16,34,45.54,7.7425,0.28825,0.175,15.96387,0
16,34,45.56,7.24325,0.27,-0.13325,15.98422,0
16,34,45.58,7.339,0.28975,-0.01125,16.10806,0
16,34,45.6,7.38675,0.263,0.277,16.34058,0
16,34,45.62,7.061,0.23025,0.3825,16.29474,0
16,34,45.64,7.115,0.0415,0.47825,16.40506,0
16,34,45.66,7.0645,0.1575,0.21975,16.271,0
16,34,45.68,7.37375,0.50125,0.43275,16.48828,0
16,34,45.7,6.6315,0.78725,0.725,16.71921,0
16,34,45.72,6.58975,0.858,1.08775,16.82458,0
16,34,45.74,6.653,0.636,0.72,16.62582,0
16,34,45.76,7.004251,0.09775001,0.24225,16.42206,0
16,34,45.78,7.4095,-0.13825,0.08875,16.07922,0
16,34,45.8,7.5965,-0.0575,-0.28775,15.95709,0
16,34,45.82,7.85525,-0.235,-0.07650001,16.1539,0
16,34,45.84,6.945,-0.018,-0.01725,15.69928,0
16,34,45.86,7.257751,-0.1155,0.3135,15.90787,0
16,34,45.88,7.22675,-0.8272501,-0.29475,15.95538,0
16,34,45.9,7.394001,-0.2885,-0.16075,15.82138,0
16,34,45.92,7.08025,0.4845,0.14275,16.12164,0
16,34,45.94,6.499,0.44525,-0.039,16.44754,0
16,34,45.96,6.87125,-0.109,0.23675,16.51208,0
16,34,45.98,6.12975,-0.00875,0.334,16.46964,0
16,34,46,6.6765,0.522,0.3945,16.62411,0
16,34,46.02,7.348001,0.52125,0.302,16.28964,0
16,34,46.04,7.41075,0.762,0.33325,16.40851,0
16,34,46.06,7.692,0.6217501,0.16225,16.21161,0
16,34,46.08,7.365,0.22575,-0.0195,16.07245,0
16,34,46.1,7.955501,0.5325,-0.22775,16.41357,0
16,34,46.12,7.95425,0.77525,0.693,16.32193,0
16,34,46.14,7.50475,0.56675,0.511,15.43988,0
16,34,46.16,7.9155,0.7635,-0.2335,15.55008,0
16,34,46.18,8.099501,0.1795,-0.1615,14.69125,0
16,34,46.2,8.314,-0.1295,-0.2415,15.11795,0
16,34,46.22,8.186501,-0.1375,-0.39575,15.0773,0
16,34,46.24,8.106251,0.11075,-0.5495,14.92825,0
16,34,46.26,7.81075,0.4375,-0.42575,15.03836,0
16,34,46.28,8.266001,1.14225,-0.418,15.0773,0
16,34,46.3,8.4005,0.9670001,-0.6235,15.24673,0
16,34,46.32,8.302,1.388,-0.76425,15.34497,0
16,34,46.34,8.05825,1.0535,-1.0195,15.4823,0
16,34,46.36,7.6585,0.73375,-1.0205,15.53821,0
16,34,46.38,8.27,-0.14875,0.02475,15.11459,0
16,34,46.4,8.017751,-0.166,-0.12125,15.48737,0
16,34,46.42,7.68875,0.35275,0.37525,15.40601,0
16,34,46.44,7.279,0.7960001,0.29325,16.01135,0
16,34,46.46,7.556251,1.1475,0.737,15.9028,0
16,34,46.48,7.936,0.2985,0.21175,15.8858,0
16,34,46.5,7.92975,1.163,1.13975,16.34735,0
16,34,46.52,7.655251,1.55325,0.9405,16.79568,0
16,34,46.54,8.745001,1.26225,1.13125,16.56638,0
16,34,46.56,8.823,1.772,1.12475,15.91299,0
16,34,46.58,9.5815,1.5445,0.91075,16.40677,0
16,34,46.6,8.899,0.48225,0.2595,16.34564,0
16,34,46.62,8.503,0.17675,0.309,16.29816,0
16,34,46.64,8.723001,0.079,0.37675,16.17426,0
16,34,46.66,7.589,0.28,0.05775,16.22687,0
16,34,46.68,9.215501,-0.2395,-0.5275,16.14371,0
16,34,46.7,9.194,-0.06950001,-0.4925,15.56198,0
16,34,46.72,8.7705,-0.0305,-0.1975,13.70697,0
16,34,46.74,8.866,-0.26175,-0.4015,13.60895,0
16,34,46.76,8.8,0.2395,-0.5782501,13.90131,0
16,34,46.78,8.864,-0.04075,-0.4205,13.66809,0
16,34,46.8,8.9425,-0.12225,-0.278,13.70868,0
16,34,46.82,8.917001,-0.4345,-0.531,13.9368,0
16,34,46.84,9.096001,-0.5625,-0.4355,14.48984,0
16,34,46.86,8.5535,-0.1425,-0.698,14.24121,0
16,34,46.88,9.338,0.295,0.107,14.83344,0
16,34,46.9,8.336,0.33075,0.18375,14.6286,0
16,34,46.92,8.3765,-0.18875,0.07625,14.61002,0
16,34,46.94,8.531,-0.8045,0.28675,14.87744,0
16,34,46.96,7.4805,-0.77175,0.46825,15.05023,0
16,34,46.98,7.73975,-0.08625001,0.22275,14.92996,0
16,34,47,7.758,0.3095,-0.2085,14.5863,0
16,34,47.02,7.56825,-0.6982501,-0.369,14.8504,0
16,34,47.04,7.5825,-0.183,0.2445,14.86057,0
16,34,47.06,7.129251,-0.47125,0.51825,15.05872,0
16,34,47.08,7.2675,0.34725,1.21925,15.59586,0
16,34,47.1,6.931,0.0045,1.19425,15.95538,0
16,34,47.12,7.60625,-0.6925001,0.8675001,16.07922,0
16,34,47.14,6.5385,-0.1475,0.41875,14.74542,0
16,34,47.16,7.3005,0.7927501,-0.177,14.81314,0
16,34,47.18,6.82325,0.9252501,0.44625,14.83344,0
16,34,47.2,6.4555,0.35,0.53425,15.21451,0
16,34,47.22,8.745001,0.018,-0.1525,15.06036,0
16,34,47.24,7.27125,-0.027,-0.5145,15.16034,0
16,34,47.26,8.189751,-0.4315,-0.696,15.06378,0
16,34,47.28,7.60875,-0.31625,-0.359,15.46027,0
16,34,47.3,6.523,0.09275001,0.36925,15.90109,0
16,34,47.32,6.222,0.21575,1.51575,16.19632,0
16,34,47.34,6.19475,-0.203,0.721,16.19632,0
16,34,47.36,6.493001,0.332,0.2215,15.6925,0
16,34,47.38,7.443,-0.00125,0.56925,15.99777,0
16,34,47.4,7.56225,0.07825001,0.5055,14.7471,0
16,34,47.42,7.319,0.3985,0.234,14.0112,0
16,34,47.44,7.401,-0.108,-0.01075,13.65121,0
16,34,47.46,7.627,0.2285,0.18675,13.58362,0
16,34,47.48,7.566,0.3085,0.154,13.69516,0
16,34,47.5,7.4795,0.36425,0.05375,13.83035,0
16,34,47.52,7.56275,0.37475,0.0195,14.11777,0
16,34,47.54,7.648,0.19875,-0.0425,14.25302,0
16,34,47.56,7.6885,0.82375,0.16425,14.33081,0
16,34,47.58,7.79425,0.60575,0.00375,14.39172,0
16,34,47.6,7.53825,0.66875,0.21025,14.49323,0
16,34,47.62,7.322001,0.8462501,-0.20025,14.13126,0
16,34,47.64,7.368001,0.58275,-0.3515,14.01965,0
16,34,47.66,7.16075,0.57375,-0.4645,13.68161,0
16,34,47.68,7.29125,0.77025,-0.1875,13.81851,0
16,34,47.7,7.6715,0.63675,0.10375,14.49496,0
16,34,47.72,6.969501,0.491,0.32225,15.3772,0
16,34,47.74,7.10625,0.4515,0.26075,15.62466,0
16,34,47.76,6.91875,0.69375,0.33175,15.43481,0
16,34,47.78,7.17075,0.536,0.202,14.71664,0
16,34,47.8,7.61925,0.22225,0.144,14.76065,0
16,34,47.82,7.32225,0.721,0.05525,15.29416,0
16,34,47.84,7.690751,1.02425,0.32525,15.39075,0
16,34,47.86,7.52975,0.6935,0.30475,14.57785,0
16,34,47.88,7.42725,0.4185,0.1085,14.53726,0
16,34,47.9,7.5565,0.47,0.07725,14.29532,0
16,34,47.92,7.28525,0.34175,0.01825,14.2226,0
16,34,47.94,7.432,0.38325,0.0505,14.36298,0
16,34,47.96,7.427001,0.345,0.15075,14.33081,0
16,34,47.98,7.1905,0.3855,-0.01225,14.25473,0
16,34,48,7.574501,0.25775,-0.0005,14.32407,0
16,34,48.02,7.40025,0.492,0.19225,14.67773,0
16,34,48.04,7.33,0.41975,0.24675,14.72681,0
16,34,48.06,7.45275,-0.00725,-0.05525,14.59982,0
16,34,48.08,7.85125,0.18025,0.03025,14.71664,0
16,34,48.1,7.96975,0.308,0.08025,14.87241,0
16,34,48.12,8.0375,0.818,0.07175,14.98752,0
16,34,48.14,7.7375,0.7425,0.0745,14.32574,0
16,34,48.16,7.646,0.69175,0.051,14.40021,0
16,34,48.18,7.370501,0.62575,0.08750001,14.73187,0
16,34,48.2,7.553751,0.993,-0.15025,14.56265,0
16,34,48.22,7.68775,0.6355,-0.181,14.70984,0
16,34,48.24,7.662,0.881,0.165,14.81656,0
16,34,48.26,7.460001,0.53125,0.31575,14.95197,0
16,34,48.28,7.88975,0.645,0.24925,15.01633,0
16,34,48.3,7.699,0.983,0.281,14.94183,0
16,34,48.32,7.87725,0.74825,0.00175,14.49832,0
16,34,48.34,7.6025,0.6855,0.044,14.40695,0
16,34,48.36,7.66725,0.673,0.11225,14.58463,0
16,34,48.38,7.484251,0.6935,0.035,14.59308,0
16,34,48.4,7.567501,0.36025,0.011,14.51019,0
16,34,48.42,7.672,0.6305,0.1645,14.75388,0
16,34,48.44,7.82425,0.952,0.11675,14.78778,0
16,34,48.46,7.63625,1.082,0.1665,14.95029,0
16,34,48.48,7.940751,0.4105,0.13225,15.22299,0
16,34,48.5,7.751,0.55475,0.3405,15.01633,0
16,34,48.52,6.918,0.336,0.074,15.25009,0
16,34,48.54,7.56225,0.36025,0.351,15.1976,0
16,34,48.56,7.01975,1.16175,0.67725,14.95029,0
16,34,48.58,6.74275,0.31825,0.248,15.27551,0
16,34,48.6,6.815001,0.026,0.17325,15.39417,0
16,34,48.62,6.88525,0.12375,0.16625,15.57382,0
16,34,48.64,7.47775,0.06950001,-0.404,15.50092,0
16,34,48.66,7.30925,0.2335,0.652,15.45007,0
16,34,48.68,6.62675,1.3485,0.9765,15.7179,0
16,34,48.7,7.018,0.4185,0.06375001,15.67725,0
16,34,48.72,7.25875,0.9475001,-0.25275,15.63315,0
16,34,48.74,7.17475,0.76375,-0.20325,15.70264,0
16,34,48.76,6.793,1.12775,0.001,15.88751,0
16,34,48.78,7.35875,0.67725,0.1315,16.08093,0
16,34,48.8,7.15625,0.8615,0.5025,16.07581,0
16,34,48.82,7.524251,1.024,0.849,16.08258,0
16,34,48.84,6.36925,0.59375,0.475,16.34058,0
16,34,48.86,6.49975,0.87275,0.7377501,16.43735,0
16,34,48.88,7.18025,0.04925,0.54525,16.3779,0
16,34,48.9,6.0485,1.24625,1.13075,16.26758,0
16,34,48.92,6.95225,0.95525,-0.16975,15.83835,0
16,34,48.94,7.55425,0.9685,-0.5245,15.81802,0
16,34,48.96,7.26575,0.5845,-0.1785,15.9418,0
16,34,48.98,8.524,-0.227,0.1205,16.44583,0
16,34,49,7.2045,-0.6345,0.51875,16.47641,0
16,34,49.02,7.07825,-0.9595001,0.56275,16.82285,0
16,34,49.04,7.23325,-1.32125,-0.0365,16.63089,0
16,34,49.06,6.47,-0.01925,1.2895,16.95538,0
16,34,49.08,6.6325,-0.02225,0.338,16.13861,0
16,34,49.1,8.030251,0.11025,-0.132,16.23538,0
16,34,49.12,7.743001,0.9535,0.00675,16.39322,0
16,34,49.14,7.7015,0.7550001,0.30375,16.39999,0
16,34,49.16,7.285501,0.42325,0.47525,16.35754,0
16,34,49.18,7.344501,0.435,-0.19325,16.59018,0
16,34,49.2,6.55875,0.6725,-0.32825,16.16574,0
16,34,49.22,7.875751,-0.11775,0.4555,16.58167,0
16,34,49.24,6.82475,-0.88925,0.6125,16.69379,0
16,34,49.26,6.10375,-0.25625,0.596,15.85361,0
16,34,49.28,5.92975,0.269,0.70425,16.79062,0
16,34,49.3,6.0405,0.27275,0.6810001,17.05399,0
16,34,49.32,5.79375,0.4545,0.87625,17.11856,0
16,34,49.34,5.64275,0.637,0.45575,16.0351,0
16,34,49.36,7.12775,0.74775,0.17675,15.82642,0
16,34,49.38,7.12525,0.4115,0.81025,15.98422,0
16,34,49.4,6.54625,0.024,1.216,16.56131,0
16,34,49.42,6.65775,-0.14625,0.646,15.89258,0
16,34,49.44,7.508501,0.183,0.32075,15.46191,0
16,34,49.46,7.7135,0.48,-0.34175,16.10464,0
16,34,49.48,7.559,0.304,-0.4455,15.90787,0
16,34,49.5,6.936,0.6965,-0.6725,16.04868,0
16,34,49.52,7.014,0.5055,0.1555,15.99948,0
16,34,49.54,6.237751,1.2315,0.67375,16.16403,0
16,34,49.56,7.0565,0.54,0.69225,16.13693,0
16,34,49.58,7.87775,1.22525,0.2245,15.55008,0
16,34,49.6,8.125501,1.23675,-0.09975,15.68231,0
16,34,49.62,7.55575,1.189,0.07675,15.95197,0
16,34,49.64,7.56075,1.0675,0.01725,15.94348,0
16,34,49.66,7.357501,0.7085,0.02325,15.43311,0
16,34,49.68,8.12325,0.735,-0.12825,15.27048,0
16,34,49.7,7.57425,1.08275,0.1,15.25858,0
16,34,49.72,6.861001,1.057,0.0235,15.39246,0
16,34,49.74,7.29975,0.47325,-0.323,15.32465,0
16,34,49.76,7.171751,-0.35975,-0.48225,15.48907,0
16,34,49.78,6.99875,0.032,0.3265,15.5704,0
16,34,49.8,7.14825,-0.3435,-0.02625,16.11658,0
16,34,49.82,7.86125,-0.50275,0.2755,15.75351,0
16,34,49.84,7.13475,-1.03475,0.8027501,15.47717,0
16,34,49.86,6.96925,0.155,1.057,15.79425,0
16,34,49.88,7.4245,-0.32225,0.56625,15.79254,0
16,34,49.9,6.26525,-0.25525,0.14475,15.6925,0
16,34,49.92,6.07225,0.56625,0.70575,16.01642,0
16,34,49.94,6.804,0.965,0.96175,16.35248,0
16,34,49.96,5.9195,0.5985,0.42125,16.09622,0
16,34,49.98,6.7565,0.91325,0.423,15.92313,0
16,34,50,6.90275,0.17225,0.8235,15.87903,0
16,34,50.02,6.862751,0.29325,0.235,16.03003,0
16,34,50.04,7.0725,-0.22375,0.09475,16.086,0
16,34,50.06,6.70575,0.62925,-0.119,15.60941,0
16,34,50.08,6.93675,0.19,-0.25,15.56702,0
16,34,50.1,7.9595,-0.45675,-0.045,15.58228,0
16,34,50.12,6.49025,0.083,0.55975,15.63315,0
16,34,50.14,7.767,0.2445,0.59475,15.7247,0
16,34,50.16,7.11825,0.52775,0.3265,15.67215,0
16,34,50.18,6.95625,0.8245,-0.048,15.59753,0
16,34,50.2,7.272,0.29925,-0.063,15.61282,0
16,34,50.22,7.453001,-0.06950001,-0.0935,15.37042,0
16,34,50.24,6.62425,-0.24875,0.1435,15.55685,0
16,34,50.26,6.123,0.345,0.0675,15.65689,0
16,34,50.28,6.91175,0.6105,0.025,15.73825,0
16,34,50.3,6.69875,0.39375,0.13025,15.64163,0
16,34,50.32,6.08225,1.161,0.6885,15.42126,0
16,34,50.34,5.9095,1.51075,0.33825,15.75351,0
16,34,50.36,6.24775,1.583,0.058,15.98929,0
16,34,50.38,7.327,1.979,0.11175,16.18439,0
16,34,50.4,7.53875,1.29925,0.71675,16.38135,0
16,34,50.42,7.723751,1.353,0.6825,15.8078,0
16,34,50.44,7.04825,1.583,0.146,15.55347,0
16,34,50.46,7.892,1.35575,0.166,16.04697,0
16,34,50.48,7.59125,1.3495,0.00175,15.51788,0
16,34,50.5,7.4535,1.30725,0.3785,15.6925,0
16,34,50.52,7.487,1.505,0.3065,15.70264,0
16,34,50.54,6.74775,0.9155,0.09200001,15.30606,0
16,34,50.56,7.0165,0.9497501,-0.26525,14.71664,0
16,34,50.58,7.0475,0.87925,-0.14025,14.72339,0
16,34,50.6,7.002501,1.04275,-0.19125,14.89099,0
16,34,50.62,6.90125,1.2,-0.26325,15.09427,0
16,34,50.64,6.877501,0.9177501,-0.2875,15.5433,0
16,34,50.66,7.105751,1.2645,0.0315,15.49585,0
16,34,50.68,7.1085,1.2915,0.2955,15.4823,0
16,34,50.7,6.80875,1.4475,0.447,15.30264,0
16,34,50.72,6.29675,1.026,0.10475,16.06732,0
16,34,50.74,7.0255,0.77775,0.268,16.01813,0
16,34,50.76,6.75125,0.43325,0.2655,16.24551,0
16,34,50.78,6.665,0.7360001,0.37575,16.40851,0
16,34,50.8,6.5645,0.9710001,0.17875,16.21161,0
16,34,50.82,6.2605,0.8135,0.10025,16.3847,0
16,34,50.84,6.4865,0.4495,0.4245,16.30493,0
16,34,50.86,5.9705,0.73175,0.5985,16.16574,0
16,34,50.88,6.438,0.9867501,-0.0505,16.26251,0
16,34,50.9,7.0675,0.849,0.32575,15.84512,0
16,34,50.92,7.158751,0.9062501,0.06725001,15.66705,0
16,34,50.94,7.39,0.761,0.243,15.86548,0
16,34,50.96,7.38225,0.8055,0.286,15.95538,0
16,34,50.98,7.249001,0.929,0.15875,15.90955,0
16,34,51,7.02875,0.9292501,-0.005,15.95874,0
16,34,51.02,6.731,1.04525,-0.02525,16.07074,0
16,34,51.04,6.86675,1.103,-0.17025,16.08771,0
16,34,51.06,6.8255,1.112,-0.178,16.19803,0
16,34,51.08,6.64325,1.121,-0.1945,16.12164,0
16,34,51.1,6.782001,0.89775,-0.1645,16.00119,0
16,34,51.12,6.50675,0.78975,-0.0885,16.18274,0
16,34,51.14,6.35225,1.70875,0.04325,16.53244,0
16,34,51.16,6.4785,1.8425,-0.02275,16.61566,0
16,34,51.18,6.491,1.732,-0.0065,16.54428,0
16,34,51.2,6.500751,1.23175,0.4455,16.36774,0
16,34,51.22,6.5765,1.2215,0.42625,16.36264,0
16,34,51.24,6.00325,1.003,0.42075,16.03848,0
16,34,51.26,6.51075,0.684,0.3135,16.12164,0
16,34,51.28,6.531,0.9070001,0.54925,16.25058,0
16,34,51.3,5.94475,1.06675,0.1575,16.16919,0
16,34,51.32,6.2755,0.6945,0.0715,16.1861,0
16,34,51.34,7.207,0.9332501,0.038,16.42377,0
16,34,51.36,7.387001,0.8200001,0.1295,16.32022,0
16,34,51.38,6.971251,1.548,-0.24175,16.43906,0
16,34,51.4,6.62,2.069,-0.1695,16.21332,0
16,34,51.42,7.3305,1.44975,0.0715,16.30835,0
16,34,51.44,6.63575,0.80825,0.26025,16.33887,0
16,34,51.46,7.31025,1.09025,0.42825,16.11316,0
16,34,51.48,7.324501,1.62425,0.16725,16.5596,0
16,34,51.5,7.42025,1.3345,0.18525,16.62244,0
16,34,51.52,6.563251,1.79275,0.24725,16.68698,0
16,34,51.54,6.7365,2.0775,-0.1805,17.02512,0
16,34,51.56,6.52675,2.13925,-0.05275,17.08966,0
16,34,51.58,6.51175,2.52725,-0.00875,17.34467,0
16,34,51.6,6.598001,2.61775,-0.201,16.09958,0
16,34,51.62,6.616251,2.1995,-0.135,15.84848,0
16,34,51.64,5.99275,2.30075,0.458,16.77869,0
16,34,51.66,6.5545,1.18075,-0.13825,16.14539,0
16,34,51.68,6.405,1.59175,-0.7625,14.92825,0
16,34,51.7,6.941,1.43675,-0.47325,14.64725,0
16,34,51.72,6.176,1.54925,-0.8885,14.54742,0
16,34,51.74,6.9525,1.28675,-1.09175,14.58801,0
16,34,51.76,7.597001,1.7565,-0.6585,15.30435,0
16,34,51.78,6.785501,2.12325,0.38725,15.97403,0
16,34,51.8,6.4505,1.38325,-0.14525,16.28287,0
16,34,51.82,6.69925,1.96825,0.66975,16.09787,0
16,34,51.84,6.314,0.8420001,0.6810001,16.70908,0
16,34,51.86,6.41,0.68125,0.273,16.72092,0
16,34,51.88,5.5125,1.1675,1.13525,17.13724,0
16,34,51.9,5.77225,0.57975,0.816,17.10498,0
16,34,51.92,6.73225,1.55175,0.84825,16.82285,0
16,34,51.94,7.29175,2.86075,0.08225001,17.38547,0
16,34,51.96,7.76075,2.95475,0.32675,16.92142,0
16,34,51.98,7.342,3.01325,0.12,15.51956,0
16,34,52,7.7375,3.84825,-0.29575,16.77017,0
16,34,52.02,8.3125,2.442,-0.16275,16.99451,0
16,34,52.04,8.5465,2.22,-0.03425,16.66489,0
16,34,52.06,7.9675,2.4005,0.154,16.23538,0
16,34,52.08,7.641,1.78675,0.178,15.39417,0
16,34,52.1,7.22175,2.04925,-0.14575,15.01633,0
16,34,52.12,7.20375,2.12125,0.5732501,15.74673,0
16,34,52.14,7.040751,2.77625,-0.22675,14.83344,0
16,34,52.16,7.550251,2.3805,-0.0815,15.84171,0
16,34,52.18,7.4665,3.32625,-0.191,16.14877,0
16,34,52.2,7.30675,1.245,-0.467,16.42712,0
16,34,52.22,7.0295,1.675,-0.2645,16.4628,0
16,34,52.24,6.642,1.47125,0.04625,16.85516,0
16,34,52.26,6.76425,1.515,-0.25525,16.52222,0
16,34,52.28,7.67225,1.63,-0.01175,16.68527,0
16,34,52.3,6.98525,1.58575,-0.24175,16.44412,0
16,34,52.32,7.2,1.70875,-0.67375,16.29987,0
16,34,52.34,7.62275,1.94625,-0.8985,15.98929,0
16,34,52.36,7.817501,1.30425,-0.75775,15.82477,0
16,34,52.38,7.4675,1.09075,-0.831,15.71283,0
16,34,52.4,7.23375,1.3685,-1.01875,15.7739,0
16,34,52.42,7.12775,1.19925,-0.757,15.72641,0
16,34,52.44,7.3475,0.8925,-0.67725,15.68402,0
16,34,52.46,7.785501,1.08775,-1.00925,16.08771,0
16,34,52.48,7.9005,1.79875,-0.50075,16.1861,0
16,34,52.5,7.45925,1.6925,-0.59,16.48486,0
16,34,52.52,7.749001,1.55575,-0.56325,16.73965,0
16,34,52.54,7.85975,1.06125,-0.33,16.74808,0
16,34,52.56,7.7805,1.39825,-0.209,16.65469,0
16,34,52.58,7.566,1.68425,0.1005,16.53922,0
16,34,52.6,7.00275,2.0415,-0.13475,16.46622,0
16,34,52.62,7.28475,1.375,0.39975,16.41022,0
16,34,52.64,7.14875,2.434,0.487,16.74472,0
16,34,52.66,7.16075,2.321,0.3615,16.84158,0
16,34,52.68,7.2795,2.0845,0.47125,16.58847,0
16,34,52.7,7.34375,1.2715,0.2425,16.51373,0
16,34,52.72,6.782001,1.73275,0.0445,16.83646,0
16,34,52.74,6.1415,1.82225,-0.07425001,16.90442,0
16,34,52.76,6.64975,1.497,0.22725,16.73117,0
16,34,52.78,6.4415,2.19275,0.24,17.02676,0
16,34,52.8,6.993001,1.5045,-0.223,16.52734,0
16,34,52.82,6.931,1.52925,-0.03375,16.68021,0
16,34,52.84,5.7565,1.568,0.122,16.6955,0
16,34,52.86,6.0675,1.76,0.1035,16.52902,0
16,34,52.88,5.9355,1.6065,-0.01525,16.62924,0
16,34,52.9,6.2545,2.27075,0.398,16.93158,0
16,34,52.92,6.03425,1.807,0.5005,17.02167,0
16,34,52.94,5.266,1.881,0.13825,17.18658,0
16,34,52.96,5.9705,1.494,0.14925,17.29025,0
16,34,52.98,5.8635,2.149,0.674,17.56235,0
16,34,53,4.505,2.858,-0.0395,17.83633,0
16,34,53.02,4.85375,2.811,0.162,17.80566,0
16,34,53.04,5.231,2.99125,0.191,17.2818,0
16,34,53.06,5.3935,2.68675,0.36925,17.10498,0
16,34,53.08,5.51925,2.08575,0.582,17.42288,0
