Hour,Minute,Second,u,v,w,T,diag
16,13,42.12,8.304001,-0.111,-0.472,15.59586,0
16,13,42.14,8.181001,0.0495,-0.68525,15.77051,0
16,13,42.16,7.896501,-0.08725,-1.02625,15.81287,0
16,13,42.18,9.533,-0.54625,-0.6765,16.09106,0
16,13,42.2,7.91525,1.13325,-0.00475,15.94516,0
16,13,42.22,8.6195,2.50825,0.67825,16.10464,0
16,13,42.24,6.87975,1.39025,1.08375,16.15219,0
16,13,42.26,6.9505,0.9267501,1.435,16.086,0
16,13,42.28,5.71475,0.31225,1.75075,16.271,0
16,13,42.3,5.69975,-0.031,1.78275,16.13013,0
16,13,42.32,5.5585,-0.11825,0.839,15.55518,0
16,13,42.34,6.9135,0.383,1.07525,16.18439,0
16,13,42.36,5.85175,1.58775,0.64875,15.50262,0
16,13,42.38,6.7075,0.499,0.9175,15.91635,0
16,13,42.4,6.445,0.34075,0.73425,15.47888,0
16,13,42.42,7.18275,0.77975,0.459,15.98758,0
16,13,42.44,7.9465,0.7237501,0.7945001,16.43228,0
16,13,42.46,7.4525,0.8995001,0.70225,15.44501,0
16,13,42.48,7.71675,0.8380001,0.41275,15.1925,0
16,13,42.5,7.57,0.09825,0.7895001,15.1976,0
16,13,42.52,7.32475,-0.723,0.136,15.41278,0
16,13,42.54,8.634501,-0.6580001,0.08625001,15.18237,0
16,13,42.56,8.377501,-0.23225,-0.01,14.6286,0
16,13,42.58,8.439501,-0.01925,-0.20375,14.64386,0
16,13,42.6,9.009001,-0.64175,0.181,15.63315,0
16,13,42.62,7.87425,0.034,0.4905,15.70099,0
16,13,42.64,8.1905,-0.38275,0.2695,14.40021,0
16,13,42.66,7.91425,-0.505,-0.09725001,14.61002,0
16,13,42.68,7.27,-0.47925,-0.398,14.75388,0
16,13,42.7,7.2795,-0.80125,-0.5455,15.58228,0
16,13,42.72,7.92575,-0.0055,0.06975,15.55008,0
16,13,42.74,7.618751,-0.147,-0.109,15.45178,0
16,13,42.76,8.08175,-0.33825,0.246,14.95029,0
16,13,42.78,7.70525,-0.08525001,0.694,15.16711,0
16,13,42.8,7.9545,-0.0465,0.26525,15.13995,0
16,13,42.82,7.69675,0.4895,0.49325,15.83835,0
16,13,42.84,7.78425,0.297,-0.12175,15.60263,0
16,13,42.86,7.247,0.29675,-0.2945,15.98758,0
16,13,42.88,6.9065,0.6795,0.38075,16.17426,0
16,13,42.9,6.833,0.6565,0.221,16.38641,0
16,13,42.92,6.89525,0.71925,0.23775,16.06226,0
16,13,42.94,6.7285,0.9565001,0.2215,15.92825,0
16,13,42.96,7.133,-0.33325,0.10425,15.02142,0
16,13,42.98,6.67025,0.437,0.16675,15.05188,0
16,13,43,7.359251,-0.07575,0.48875,15.4975,0
16,13,43.02,6.67075,0.8045,0.534,15.81458,0
16,13,43.04,7.274,0.73375,0.2035,15.85361,0
16,13,43.06,7.024251,-0.17825,0.15225,15.91806,0
16,13,43.08,7.45525,0.21825,0.36725,15.15186,0
16,13,43.1,7.80575,-0.20825,0.3525,14.31729,0
16,13,43.12,7.638751,-0.235,0.1825,14.35956,0
16,13,43.14,7.799,0.02675,-0.07475001,14.33423,0
16,13,43.16,7.813,-0.24075,-0.036,14.27332,0
16,13,43.18,7.75275,-0.359,0.24025,14.40192,0
16,13,43.2,7.2025,0.41125,-0.066,14.75223,0
16,13,43.22,7.04175,0.49725,0.09100001,14.92996,0
16,13,43.24,7.352,-0.05375,0.2755,15.0553,0
16,13,43.26,7.26425,0.26275,-0.33025,14.90964,0
16,13,43.28,8.6005,0.56725,-0.004,15.08749,0
16,13,43.3,7.404,0.7535,0.457,15.56534,0
16,13,43.32,7.346251,0.20675,0.23025,15.25858,0
16,13,43.34,7.089,0.55925,-0.26575,15.29755,0
16,13,43.36,7.355751,0.8895,-0.295,15.56702,0
16,13,43.38,7.43425,0.27975,-0.886,15.32635,0
16,13,43.4,8.357,-0.8355001,0.101,15.07562,0
16,13,43.42,6.28775,0.45725,0.3855,15.71283,0
16,13,43.44,6.823,-0.09900001,0.36725,15.86548,0
16,13,43.46,5.49875,0.37125,0.27275,15.6925,0
16,13,43.48,7.5635,-0.103,0.47,15.71454,0
16,13,43.5,5.772,0.8757501,0.657,15.86548,0
16,13,43.52,6.211751,-0.30175,0.7097501,15.92825,0
16,13,43.54,5.77975,-0.13725,1.224,16.17761,0
16,13,43.56,6.052001,0.24325,0.15325,16.12506,0
16,13,43.58,5.704,0.7565001,0.14675,15.94009,0
16,13,43.6,5.58575,1.34125,0.6325001,16.18781,0
16,13,43.62,6.55775,1.24325,0.35425,16.08093,0
16,13,43.64,6.9735,1.43725,0.13125,15.96216,0
16,13,43.66,7.23975,0.88175,-0.06500001,15.6077,0
16,13,43.68,7.857501,0.49775,0.0675,15.54837,0
16,13,43.7,8.3505,-0.5560001,0.2855,14.50171,0
16,13,43.72,6.261,2.288,0.5225,15.31619,0
16,13,43.74,6.38975,1.86075,-0.5565,15.66705,0
16,13,43.76,7.431,1.766,-0.513,15.39752,0
16,13,43.78,8.069751,0.24825,-0.10875,15.5433,0
16,13,43.8,7.736001,0.23625,0.11075,15.55347,0
16,13,43.82,7.08275,0.53175,0.8222501,15.78918,0
16,13,43.84,7.36075,0.145,0.7072501,15.94516,0
16,13,43.86,7.14725,0.6677501,-0.50275,16.06226,0
16,13,43.88,7.1555,2.26275,-0.3015,16.62411,0
16,13,43.9,6.4025,2.14775,-0.2855,17.05228,0
16,13,43.92,6.2415,1.5795,-0.01825,16.59866,0
16,13,43.94,6.5715,0.84525,1.45875,17.42459,0
16,13,43.96,6.54975,1.76625,1.69475,16.30151,0
16,13,43.98,8.08475,0.9597501,0.29225,13.98074,0
16,13,44,8.4875,1.17225,0.35575,14.11435,0
16,13,44.02,8.969501,1.13525,-0.059,14.0484,0
16,13,44.04,8.726001,0.9095001,0.2285,13.9064,0
16,13,44.06,8.950001,0.22975,-0.1125,13.82187,0
16,13,44.08,9.1415,0.44475,-0.01975,13.9791,0
16,13,44.1,9.297001,0.08625001,0.08750001,13.88104,0
16,13,44.12,9.202001,0.69225,-0.33925,14.15491,0
16,13,44.14,8.8645,0.37075,-0.39875,14.26147,0
16,13,44.16,9.1,0.54175,-0.22375,14.47464,0
16,13,44.18,8.951,0.60225,-0.33625,14.49832,0
16,13,44.2,8.7865,0.49725,-0.322,14.27332,0
16,13,44.22,8.828501,0.512,-0.08425,14.01459,0
16,13,44.24,8.17,0.40375,-0.11025,13.86923,0
16,13,44.26,8.2845,0.8790001,-0.45775,14.31055,0
16,13,44.28,8.325001,0.60575,-0.4055,14.40695,0
16,13,44.3,7.9515,0.3545,-0.431,14.59818,0
16,13,44.32,8.5515,0.7615001,-0.3775,14.59818,0
16,13,44.34,8.346001,0.37,-0.047,14.57449,0
16,13,44.36,8.015,0.42725,0.00375,14.39172,0
16,13,44.38,7.644001,0.349,-0.32225,14.28519,0
16,13,44.4,7.675251,0.32075,-0.21,14.35794,0
16,13,44.42,7.42625,0.697,-0.377,14.65573,0
16,13,44.44,7.379,0.08575001,-0.07250001,14.74542,0
16,13,44.46,7.2895,0.8645,-0.174,15.10269,0
16,13,44.48,7.4385,1.1385,0.19075,15.41449,0
16,13,44.5,7.385,1.472,-0.0565,15.36536,0
16,13,44.52,7.8715,1.8075,0.221,15.11627,0
16,13,44.54,7.506751,1.0445,0.2095,15.24503,0
16,13,44.56,6.999001,1.3905,0.26525,15.3399,0
16,13,44.58,9.123501,1.463,0.35075,15.54501,0
16,13,44.6,7.79175,1.83075,0.2795,15.1925,0
16,13,44.62,7.445251,0.9490001,0.7595,15.21793,0
16,13,44.64,8.07275,1.47275,0.10075,14.41373,0
16,13,44.66,7.85125,1.4255,0.38175,14.17688,0
16,13,44.68,8.201,1.33125,0.15075,14.41708,0
16,13,44.7,8.033751,0.93125,-0.16175,14.44754,0
16,13,44.72,8.05325,0.8345,-0.2525,14.36469,0
16,13,44.74,8.089001,1.05875,-0.15775,14.41205,0
16,13,44.76,8.866,0.74075,-0.085,14.74881,0
16,13,44.78,8.410501,1.1405,0.34525,14.70139,0
16,13,44.8,8.474,1.2585,0.449,14.71664,0
16,13,44.82,7.61475,0.9127501,0.788,14.7793,0
16,13,44.84,7.40075,0.6965,0.3915,14.75558,0
16,13,44.86,7.41075,0.14175,-0.08750001,14.90289,0
16,13,44.88,7.977,0.463,-0.118,14.64386,0
16,13,44.9,8.1745,0.304,0.32475,14.74374,0
16,13,44.92,8.232,0.8922501,0.3085,14.89099,0
16,13,44.94,8.2685,1.23725,-0.0395,14.94183,0
16,13,44.96,8.406501,1.62625,0.049,14.7471,0
16,13,44.98,8.8105,1.229,-0.226,14.89099,0
16,13,45,8.384501,1.55425,0.05425,14.87579,0
16,13,45.02,8.819,1.18375,-0.07825001,14.91135,0
16,13,45.04,8.7335,1.34225,0.1535,15.0553,0
16,13,45.06,8.4635,0.7640001,0.0315,15.38226,0
16,13,45.08,8.682,0.27225,0.07175,15.43652,0
16,13,45.1,8.305,0.1335,-0.09450001,15.6806,0
16,13,45.12,8.215501,0.414,-0.12775,15.28735,0
16,13,45.14,7.974751,-0.0865,0.8380001,16.15726,0
16,13,45.16,7.222,0.81475,0.41725,15.20096,0
16,13,45.18,8.2075,1.22375,0.13275,14.66754,0
16,13,45.2,7.86725,0.9335001,-0.03675,14.95703,0
16,13,45.22,9.290501,0.0665,0.269,15.46869,0
16,13,45.24,7.7815,0.4065,0.57275,15.5094,0
16,13,45.26,8.2465,0.10325,0.2735,14.95029,0
16,13,45.28,7.71575,0.8372501,0.023,14.43909,0
16,13,45.3,8.040501,0.40575,-0.1195,14.56943,0
16,13,45.32,7.62375,0.36175,0.109,14.8013,0
16,13,45.34,7.71275,0.00225,0.4185,14.92319,0
16,13,45.36,7.30425,0.1825,0.9480001,15.46027,0
16,13,45.38,7.374001,0.65125,0.27475,14.85544,0
16,13,45.4,7.64425,0.743,-0.2875,14.66925,0
16,13,45.42,7.971251,0.54975,-0.01175,14.56433,0
16,13,45.44,8.476001,0.7095,0.423,15.00784,0
16,13,45.46,8.771001,-0.26575,-0.14675,14.86221,0
16,13,45.48,8.608001,0.05275,0.36925,14.80301,0
16,13,45.5,8.10875,-0.12475,-0.08275001,14.97571,0
16,13,45.52,8.399501,-0.12275,-0.4965,14.74033,0
16,13,45.54,8.948501,-0.2615,-0.25025,15.05701,0
16,13,45.56,8.427501,-0.05175,-0.229,14.82837,0
16,13,45.58,8.719501,-0.225,-0.302,15.01974,0
16,13,45.6,7.752501,-0.03775,-0.14825,15.24844,0
16,13,45.62,7.879,0.23775,-0.03475,15.39581,0
16,13,45.64,8.258,0.51975,0.333,15.89938,0
16,13,45.66,8.639,-0.327,0.17675,15.39246,0
16,13,45.68,8.726501,-0.3365,0.245,15.65518,0
16,13,45.7,8.304001,-0.12075,0.62375,15.5433,0
16,13,45.72,7.954751,-0.1255,0.347,14.83344,0
16,13,45.74,8.12625,0.01975,0.2145,15.01633,0
16,13,45.76,7.875,0.20725,-0.02825,15.21793,0
16,13,45.78,7.95875,-0.04175,-0.0075,15.57211,0
16,13,45.8,8.129001,-0.1825,0.0715,15.04175,0
16,13,45.82,7.77175,-0.151,0.33725,14.83685,0
16,13,45.84,8.198501,0.02775,0.19375,14.05856,0
16,13,45.86,7.878251,-0.39875,0.17775,14.88934,0
16,13,45.88,8.103251,-0.15325,0.3155,13.94193,0
16,13,45.9,8.3555,-0.50425,0.089,14.83344,0
16,13,45.92,8.5165,-0.32475,0.2245,14.63373,0
16,13,45.94,8.05825,-0.1305,0.1255,14.05347,0
16,13,45.96,8.865001,0.0275,0.12875,14.69464,0
16,13,45.98,8.6785,-0.0705,0.0785,14.11435,0
16,13,46,8.387,-0.12475,0.012,14.06699,0
16,13,46.02,8.3675,-0.3595,0.35125,14.36298,0
16,13,46.04,8.4005,0.274,0.01275,14.95197,0
16,13,46.06,7.603,0.026,0.31675,14.83856,0
16,13,46.08,8.2545,0.002,-0.07700001,15.03497,0
16,13,46.1,8.09375,0.41125,-0.1935,15.50092,0
16,13,46.12,8.394,0.49125,-0.196,15.45685,0
16,13,46.14,7.50375,0.5757501,-0.3935,15.44501,0
16,13,46.16,7.01175,0.7745,-0.49275,15.55176,0
16,13,46.18,7.3885,0.91325,-0.24425,15.53482,0
16,13,46.2,7.534,1.51275,0.3265,15.87054,0
16,13,46.22,6.989,1.4695,1.002,16.008,0
16,13,46.24,6.46525,1.52725,0.67825,16.12506,0
16,13,46.26,7.136,1.3825,0.26325,16.24216,0
16,13,46.28,7.34475,1.37675,0.1775,16.42035,0
16,13,46.3,6.846,1.597,0.35075,16.23196,0
16,13,46.32,6.8555,1.58375,0.5485,16.07416,0
16,13,46.34,6.7775,0.4565,0.5412501,16.26929,0
16,13,46.36,6.356,0.6810001,0.58325,16.43564,0
16,13,46.38,6.01675,1.7825,0.78975,16.50528,0
16,13,46.4,5.4555,2.433,0.68625,16.70908,0
16,13,46.42,6.04025,1.31525,0.9745001,16.6734,0
16,13,46.44,5.43875,1.831,1.1955,16.17761,0
16,13,46.46,5.53675,2.54775,0.6315,14.67603,0
16,13,46.48,5.74875,0.51875,0.961,16.38641,0
16,13,46.5,5.45175,1.2805,1.13075,17.01996,0
16,13,46.52,6.138,0.5075001,1.05425,17.26648,0
16,13,46.54,5.2775,1.5545,0.77425,15.15863,0
16,13,46.56,6.617,1.72325,0.51075,15.92142,0
16,13,46.58,6.17575,1.4325,0.31875,15.8519,0
16,13,46.6,7.401,1.07775,0.40575,16.48657,0
16,13,46.62,6.137,1.528,0.3265,15.68231,0
16,13,46.64,6.53075,1.42225,-0.09925,15.60605,0
16,13,46.66,6.35925,1.2785,-0.15725,16.06903,0
16,13,46.68,6.541,0.39425,-0.191,16.57657,0
16,13,46.7,6.1645,0.46025,0.34325,16.44412,0
16,13,46.72,5.5805,0.6662501,0.6085,16.73453,0
16,13,46.74,6.07175,-0.24775,0.49775,16.96732,0
16,13,46.76,5.5875,0.39675,0.3135,17.0098,0
16,13,46.78,6.03275,-0.0445,0.2145,16.76511,0
16,13,46.8,5.303,0.3915,0.71,17.11856,0
16,13,46.82,5.13825,0.48525,0.7545,16.828,0
16,13,46.84,5.63675,1.281,0.6725,16.69034,0
16,13,46.86,5.844,1.47775,0.63525,16.64111,0
16,13,46.88,5.4955,1.37475,0.46,15.56702,0
16,13,46.9,6.67075,0.946,0.4515,15.51788,0
16,13,46.92,6.3595,0.578,0.1445,15.64673,0
16,13,46.94,6.56375,0.76775,0.26075,16.24893,0
16,13,46.96,7.154,-0.1045,-0.0755,15.68231,0
16,13,46.98,6.01125,-0.3095,0.10075,15.68573,0
16,13,47,5.72425,0.8397501,0.49375,16.20816,0
16,13,47.02,5.4785,0.6210001,1.2215,16.42206,0
16,13,47.04,5.2295,0.131,0.55825,16.42377,0
16,13,47.06,6.145751,0.74875,0.517,15.95367,0
16,13,47.08,6.2405,1.2295,0.63225,15.88245,0
16,13,47.1,5.8535,0.7410001,0.20425,15.70605,0
16,13,47.12,6.452,0.39875,-0.05975,15.75351,0
16,13,47.14,6.3675,0.68325,-0.12225,15.61282,0
16,13,47.16,6.27475,0.665,0.286,16.08429,0
16,13,47.18,6.032,0.7775,0.51075,16.12335,0
16,13,47.2,5.496,-0.10675,0.50125,16.32022,0
16,13,47.22,6.4495,0.36825,0.3465,15.7366,0
16,13,47.24,7.353251,0.3215,-0.068,15.61789,0
16,13,47.26,7.09175,0.20625,-0.4075,15.65857,0
16,13,47.28,7.361001,-0.0445,0.081,15.66199,0
16,13,47.3,6.52275,0.22075,0.3405,15.57889,0
16,13,47.32,6.930501,0.401,0.11875,15.56198,0
16,13,47.34,6.58125,0.811,-0.18075,15.46191,0
16,13,47.36,6.52875,0.81675,0.2345,15.62637,0
16,13,47.38,6.80325,0.485,-0.15125,15.57724,0
16,13,47.4,7.27225,0.58925,-0.07325,15.74167,0
16,13,47.42,6.87625,0.6907501,0.059,15.68909,0
16,13,47.44,7.2515,-0.44675,0.01775,15.87903,0
16,13,47.46,7.0525,0.126,0.2985,16.17084,0
16,13,47.48,7.03075,0.243,0.284,15.78235,0
16,13,47.5,7.5405,0.12975,0.284,15.80951,0
16,13,47.52,7.19825,0.07775,0.392,15.61618,0
16,13,47.54,7.365,-0.094,0.0665,15.65347,0
16,13,47.56,7.145751,0.156,0.2415,15.64844,0
16,13,47.58,6.9775,0.12925,0.06550001,15.59753,0
16,13,47.6,7.31075,0.2015,0.00275,15.6806,0
16,13,47.62,6.9165,0.251,0.24225,15.86038,0
16,13,47.64,6.56025,0.39675,0.20275,16.09106,0
16,13,47.66,6.5895,0.5955001,-0.033,16.33548,0
16,13,47.68,6.64375,1.19525,0.4225,16.41864,0
16,13,47.7,6.1305,1.174,0.89275,16.66147,0
16,13,47.72,5.6335,0.4535,0.901,16.79062,0
16,13,47.74,5.83775,0.37325,0.8420001,16.63431,0
16,13,47.76,5.90675,0.844,0.61875,16.80249,0
16,13,47.78,5.527,0.411,0.9,16.99451,0
16,13,47.8,5.79175,0.6165,1.0715,16.98941,0
16,13,47.82,5.43375,0.3865,1.09525,17.22394,0
16,13,47.84,4.9495,1.0685,0.8552501,17.06079,0
16,13,47.86,5.51575,0.4205,0.11025,16.65131,0
16,13,47.88,6.0795,0.431,0.562,16.9418,0
16,13,47.9,4.99375,0.73425,0.5775,17.34467,0
16,13,47.92,5.436,0.7195,0.298,17.31747,0
16,13,47.94,5.6445,0.524,0.0555,16.60544,0
16,13,47.96,5.80475,0.8125001,-0.00125,16.81436,0
16,13,47.98,5.6235,0.73225,-0.102,16.85516,0
16,13,48,5.64625,0.75675,-0.0505,16.78717,0
16,13,48.02,5.4495,0.6695001,-0.1795,16.3779,0
16,13,48.04,6.323,0.95175,0.34175,17.06589,0
16,13,48.06,6.461,0.45,0.7417501,16.81607,0
16,13,48.08,5.9535,0.3525,0.6635,16.71756,0
16,13,48.1,6.0435,0.396,0.3235,16.6496,0
16,13,48.12,5.93675,1.131,0.0825,16.90784,0
16,13,48.14,6.093,0.89525,-0.27,16.76511,0
16,13,48.16,6.24675,0.38425,-0.165,16.58508,0
16,13,48.18,5.82525,0.59975,0.18975,16.75659,0
16,13,48.2,6.315001,0.53775,-0.04475,16.79398,0
16,13,48.22,6.01075,0.5525,0.21375,17.06079,0
16,13,48.24,5.952,0.63375,0.09725001,16.80078,0
16,13,48.26,6.44925,0.42325,0.02025,16.66318,0
16,13,48.28,6.13025,1.465,0.3565,17.35657,0
16,13,48.3,6.286,1.7305,0.71075,17.29025,0
16,13,48.32,6.1835,1.69725,0.1855,16.33548,0
16,13,48.34,6.903,2.306,0.18025,16.49164,0
16,13,48.36,6.1725,2.15975,0.4085,17.03525,0
16,13,48.38,5.16775,1.25325,0.267,16.67508,0
16,13,48.4,5.847,1.29475,0.60875,17.09137,0
16,13,48.42,6.454751,1.6045,0.7515,17.04718,0
16,13,48.44,6.117,1.75525,0.6382501,16.48322,0
16,13,48.46,6.01175,1.76575,0.4325,16.35928,0
16,13,48.48,6.19825,1.55525,0.61325,16.46115,0
16,13,48.5,5.52125,1.562,0.887,16.92477,0
16,13,48.52,5.89275,1.45725,0.65275,16.65811,0
16,13,48.54,6.283751,0.697,0.4535,17.0166,0
16,13,48.56,5.95525,0.4625,0.43575,17.13385,0
16,13,48.58,6.23675,1.1415,0.5605,16.90442,0
16,13,48.6,6.524,1.05175,0.9115,17.01315,0
16,13,48.62,6.04425,1.4475,0.9112501,17.10834,0
16,13,48.64,6.4665,0.462,0.8715,17.50797,0
16,13,48.66,5.67975,1.26025,1.252,17.34637,0
16,13,48.68,5.45875,1.45975,0.28975,17.25455,0
16,13,48.7,5.7795,1.05175,0.21325,17.38379,0
16,13,48.72,5.66725,1.28475,-0.11,17.64575,0
16,13,48.74,5.8455,0.415,-0.08750001,17.50967,0
16,13,48.76,5.684,0.34275,-0.25725,17.82953,0
16,13,48.78,5.56975,0.13475,0.18925,17.75635,0
16,13,48.8,5.754,0.8897501,0.26675,17.94012,0
16,13,48.82,5.74775,0.79375,0.53075,18.12402,0
16,13,48.84,5.836751,0.6215,0.00075,17.66956,0
16,13,48.86,6.92675,0.91975,0.7565001,16.86703,0
16,13,48.88,7.3615,1.54975,-0.29,16.83646,0
16,13,48.9,7.082,0.901,-0.35725,17.08459,0
16,13,48.92,6.527,0.5755,0.16225,17.18314,0
16,13,48.94,7.530251,1.05325,0.7090001,17.66278,0
16,13,48.96,6.35625,1.58275,0.6075,17.54022,0
16,13,48.98,6.52025,0.12675,-0.4735,17.30048,0
16,13,49,6.1625,0.65325,0.1375,17.29196,0
16,13,49.02,5.9915,1.0125,0.00075,17.20187,0
16,13,49.04,6.45275,1.02525,0.04,16.99451,0
16,13,49.06,6.2875,1.01075,0.07675,17.07608,0
16,13,49.08,6.0435,0.606,0.1785,17.11008,0
16,13,49.1,6.08475,0.51475,0.0485,17.18488,0
16,13,49.12,6.375,0.7287501,0.0925,17.01831,0
16,13,49.14,6.773,0.5705,0.423,17.63724,0
16,13,49.16,7.0055,1.74125,0.61475,17.70187,0
16,13,49.18,6.5625,1.16575,0.6752501,17.67465,0
16,13,49.2,6.90325,1.683,0.49475,14.48306,0
16,13,49.22,7.4725,1.3105,0.38675,14.71664,0
16,13,49.24,7.19975,0.8885,-0.6810001,14.51865,0
16,13,49.26,7.176,1.0705,-0.37925,14.62018,0
16,13,49.28,6.87325,0.33225,-0.96925,14.87411,0
16,13,49.3,7.895751,1.3055,-0.4455,14.96722,0
16,13,49.32,7.78,0.26425,-0.23425,15.16034,0
16,13,49.34,6.27,-0.1505,-1.049,14.97906,0
16,13,49.36,7.895,-0.4015,-0.51275,15.61789,0
16,13,49.38,7.40625,-0.74125,-0.551,15.69421,0
16,13,49.4,6.522,-0.3085,-0.6015,15.50433,0
16,13,49.42,6.9245,-0.012,-1.25525,13.78641,0
16,13,49.44,6.72075,0.26625,-1.459,14.20734,0
16,13,49.46,6.6965,0.6135001,-1.11925,14.78101,0
16,13,49.48,7.3885,0.336,-0.9177501,15.17218,0
16,13,49.5,7.47175,-0.48175,-0.4215,14.98077,0
16,13,49.52,6.22875,-0.302,-0.3645,15.11459,0
16,13,49.54,7.659501,-1.096,0.3335,15.64844,0
16,13,49.56,6.0525,-0.86575,0.10525,15.6077,0
16,13,49.58,6.266,-0.48075,0.3945,16.13693,0
16,13,49.6,6.54025,0.1575,0.30175,15.84683,0
16,13,49.62,6.75275,0.8875,0.28325,16.07751,0
16,13,49.64,6.674,0.441,0.2165,16.33206,0
16,13,49.66,6.204,0.7747501,0.56625,16.47641,0
16,13,49.68,6.13825,0.632,0.04525,16.60037,0
16,13,49.7,7.5205,-0.94125,0.4795,16.48486,0
16,13,49.72,6.3705,-0.91675,0.21675,16.11487,0
16,13,49.74,6.56425,0.40625,0.2725,16.19461,0
16,13,49.76,6.96025,0.20175,0.3555,16.59189,0
16,13,49.78,6.94825,1.0395,1.1385,17.6015,0
16,13,49.8,5.85,1.02075,1.41375,17.28516,0
16,13,49.82,6.269001,0.1245,0.775,16.61905,0
16,13,49.84,6.83125,1.0925,0.76175,15.95197,0
16,13,49.86,7.507751,0.74775,-0.2265,15.56027,0
16,13,49.88,8.1,0.53725,0.19375,15.88074,0
16,13,49.9,8.085251,0.6192501,-0.1695,14.86392,0
16,13,49.92,8.3535,1.4195,0.28425,15.90787,0
16,13,49.94,8.370501,1.1025,0.3015,16.18781,0
16,13,49.96,8.255501,1.131,0.1375,15.284,0
16,13,49.98,9.0605,1.14975,0.11975,14.84531,0
16,13,50,8.721001,0.25175,0.34425,15.33649,0
16,13,50.02,8.9965,1.21625,0.28675,14.43231,0
16,13,50.04,9.751,1.17975,0.14075,13.69006,0
16,13,50.06,9.420501,1.59675,0.1225,13.61572,0
16,13,50.08,9.246,1.0855,-0.1905,13.685,0
16,13,50.1,9.279,0.553,0.0905,14.06699,0
16,13,50.12,9.1885,1.174,0.062,14.12451,0
16,13,50.14,9.083501,2.3715,0.13525,15.30606,0
16,13,50.16,8.774,0.9252501,0.42675,15.4433,0
16,13,50.18,8.054251,1.97075,0.5735,15.72641,0
16,13,50.2,8.170501,1.843,0.3685,15.31619,0
16,13,50.22,9.4785,1.546,-0.03025,14.55585,0
16,13,50.24,9.415001,1.07,-0.01575,15.2247,0
16,13,50.26,9.038,1.2265,-0.32225,14.95538,0
16,13,50.28,8.8225,1.46975,0.0645,14.57953,0
16,13,50.3,9.335501,1.58225,0.164,13.5397,0
16,13,50.32,9.451501,1.41275,0.06125,13.03653,0
16,13,50.34,9.491,1.54375,0.127,12.82217,0
16,13,50.36,9.2875,1.364,0.2335,13.16818,0
16,13,50.38,8.817,1.33975,0.10275,13.04327,0
16,13,50.4,9.181001,1.59125,-0.103,12.85092,0
16,13,50.42,9.1405,1.932,-0.177,13.79822,0
16,13,50.44,9.330001,1.6095,-0.0665,13.90979,0
16,13,50.46,9.4575,1.5055,-0.467,13.13104,0
16,13,50.48,9.866,1.527,-0.651,13.7374,0
16,13,50.5,9.648001,2.51475,0.0895,14.82666,0
16,13,50.52,9.2375,2.06525,0.1745,13.82016,0
16,13,50.54,9.162001,2.16825,0.06725001,14.44418,0
16,13,50.56,8.9175,2.09525,0.02175,13.49408,0
16,13,50.58,8.859,1.9945,-0.00675,13.11249,0
16,13,50.6,8.998501,1.85925,0.09725001,13.58536,0
16,13,50.62,8.571,2.0955,-0.07300001,13.23233,0
16,13,50.64,8.7075,1.951,-0.1485,12.85931,0
16,13,50.66,8.427,2.11225,-0.04125,12.82053,0
16,13,50.68,8.402,2.248,-0.1875,12.82727,0
16,13,50.7,8.342501,2.47875,-0.204,13.00278,0
16,13,50.72,8.695001,2.61675,0.05575,13.33365,0
16,13,50.74,8.416,2.515,-0.05175,12.98083,0
16,13,50.76,8.425501,2.56575,-0.1315,12.888,0
16,13,50.78,8.726501,2.428,-0.117,13.23233,0
16,13,50.8,8.5915,2.60825,-0.045,13.19016,0
16,13,50.82,8.6555,2.48275,-0.24625,13.53467,0
16,13,50.84,8.639501,2.26,-0.18725,13.68161,0
16,13,50.86,8.6365,2.428,-0.2285,14.07379,0
16,13,50.88,8.530001,2.27875,-0.329,14.15829,0
16,13,50.9,8.123,2.597,0.63075,15.32974,0
16,13,50.92,7.894001,3.322,1.0095,15.25351,0
16,13,50.94,7.93575,2.26925,-0.09775001,13.36575,0
16,13,50.96,8.248501,2.44925,0.01,13.52786,0
16,13,50.98,8.3485,3.2715,0.041,13.51947,0
16,13,51,8.660501,2.246,-0.08475,13.95541,0
16,13,51.02,8.363001,2.427,-0.228,13.68161,0
16,13,51.04,8.5105,2.61875,0.09625001,14.00443,0
16,13,51.06,8.665501,2.407,-0.1785,14.00613,0
16,13,51.08,8.784,2.18625,0.09550001,14.24963,0
16,13,51.1,8.828,2.141,-0.07650001,13.73569,0
16,13,51.12,8.866501,2.325,0.053,13.57013,0
16,13,51.14,8.749001,2.528,0.105,13.58701,0
16,13,51.16,8.444,2.4515,0.05375,13.25598,0
16,13,51.18,8.721001,2.08325,0.0365,14.24121,0
16,13,51.2,8.67,2.3365,0.067,13.39276,0
16,13,51.22,8.755,2.59775,0.09925,13.30997,0
16,13,51.24,8.6995,2.434,0.004,13.39951,0
16,13,51.26,8.6105,2.06325,0.01125,13.98752,0
16,13,51.28,8.665501,2,-0.0755,14.20227,0
16,13,51.3,8.736501,2.315,-0.13475,13.11755,0
16,13,51.32,8.941501,2.3055,-0.09425,13.25934,0
16,13,51.34,8.976501,2.0385,-0.2555,13.36066,0
16,13,51.36,8.686501,1.98575,-0.13725,13.70697,0
16,13,51.38,7.85725,2.4285,0.043,13.93515,0
16,13,51.4,8.0415,2.621,-0.004,14.36298,0
16,13,51.42,8.17375,2.543,0.4105,14.24121,0
